State	Zip	Utility_Provider
NY	13812	New York State Electric & Gas (NYSEG)
NY	11786	Public Service Electric and Gas Company (PSE&G)
NY	13211	National Grid
NY	10550	Other
NY	14464	Other
NY	14075	National Grid
NY	13632	National Grid
NY	13825	New York State Electric & Gas (NYSEG)
NY	12942	New York State Electric & Gas (NYSEG)
NY	14775	National Grid
NY	14526	Ocean Electric
NY	11369	National Grid
NY	11510	Long Island Power Authority (LIPA)
NY	13483	Niagara Mohawk Power Corp.
NY	11553	Long Island Power Authority (LIPA)
NY	12726	New York State Electric & Gas (NYSEG)
NY	11357	Other
NY	14075	Other
NY	11575	Long Island Power Authority (LIPA)
NY	13302	National Grid
NY	13939	National Grid
NY	13081	New York State Electric & Gas (NYSEG)
NY	13668	Niagara Mohawk Power Corp.
NY	12188	National Grid
NY	12957	National Grid
NY	14548	Ambit Energy
NY	11228	Consolidated Edison Company of New York (Con Edison)
NY	13637	National Grid
NY	14206	National Grid
NY	13146	Rochester Gas & Electric
NY	12965	National Grid
NY	10553	Consolidated Edison Company of New York (Con Edison)
NY	11416	Consolidated Edison Company of New York (Con Edison)
NY	14782	Niagara Mohawk Power Corp.
NY	11510	Public Service Electric and Gas Company (PSE&G)
NY	14032	New York State Electric & Gas (NYSEG)
NY	13811	Ambit Energy
NY	13502	Niagara Mohawk Power Corp.
NY	14733	Jamestown Board of Public Utilities
NY	13090	National Grid
NY	13202	Ambit Energy
NY	11422	Consolidated Edison Company of New York (Con Edison)
NY	13743	New York State Electric & Gas (NYSEG)
NY	12878	National Grid
NY	10573	Consolidated Edison Company of New York (Con Edison)
NY	10603	Consolidated Edison Company of New York (Con Edison)
NY	12017	New York State Electric & Gas (NYSEG)
NY	14467	Rochester Gas & Electric
NY	13787	New York State Electric & Gas (NYSEG)
NY	12827	National Grid
NY	14779	Salamanca Public Utilities
NY	14624	Ambit Energy
NY	12783	New York State Electric & Gas (NYSEG)
NY	13669	Ambit Energy
NY	14536	New York State Electric & Gas (NYSEG)
NY	11735	Public Service Electric and Gas Company (PSE&G)
NY	11725	Public Service Electric and Gas Company (PSE&G)
NY	14065	Other
NY	12137	Niagara Mohawk Power Corp.
NY	12996	New York State Electric & Gas (NYSEG)
NY	10550	Consolidated Edison Company of New York (Con Edison)
NY	13135	National Grid
NY	14720	Jamestown Board of Public Utilities
NY	14744	Rochester Gas & Electric
NY	11412	Other
NY	14882	New York State Electric & Gas (NYSEG)
NY	13755	New York State Electric & Gas (NYSEG)
NY	10579	New York State Electric & Gas (NYSEG)
NY	14143	National Grid
NY	13084	National Grid
NY	13660	National Grid
NY	13350	National Grid
NY	12443	Central Hudson Gas & Electric
NY	13143	Rochester Gas & Electric
NY	11436	New York State Electric & Gas (NYSEG)
NY	14130	Rochester Gas & Electric
NY	12764	Other
NY	13470	Niagara Mohawk Power Corp.
NY	14136	New York State Electric & Gas (NYSEG)
NY	14223	New York State Electric & Gas (NYSEG)
NY	13833	New York State Electric & Gas (NYSEG)
NY	14080	New York State Electric & Gas (NYSEG)
NY	13209	National Grid
NY	13325	National Grid
NY	11793	National Grid
NY	11432	Consolidated Edison Company of New York (Con Edison)
NY	13493	National Grid
NY	13365	National Grid
NY	13020	National Grid
NY	12594	New York State Electric & Gas (NYSEG)
NY	14489	Rochester Gas & Electric
NY	11520	Other
NY	14564	Rochester Gas & Electric
NY	11105	Consolidated Edison Company of New York (Con Edison)
NY	10536	New York State Electric & Gas (NYSEG)
NY	10940	New York Power Authority (NYPA)
NY	13166	Rochester Gas & Electric
NY	14847	New York State Electric & Gas (NYSEG)
NY	10970	Orange & Rockland
NY	13820	Other
NY	14719	National Grid
NY	14006	National Grid
NY	11580	Long Island Power Authority (LIPA)
NY	11422	National Grid
NY	14806	Other
NY	13319	National Grid
NY	14838	New York State Electric & Gas (NYSEG)
NY	12210	National Grid
NY	13316	Niagara Mohawk Power Corp.
NY	13665	Ambit Energy
NY	14129	New York State Electric & Gas (NYSEG)
NY	12155	New York State Electric & Gas (NYSEG)
NY	14094	Other
NY	14065	National Grid
NY	13667	National Grid
NY	14091	National Grid
NY	11692	Public Service Electric and Gas Company (PSE&G)
NY	12423	Other
NY	14081	National Grid
NY	12522	Consolidated Edison Company of New York (Con Edison)
NY	12828	National Grid
NY	11369	Consolidated Edison Company of New York (Con Edison)
NY	13165	Other
NY	10502	Consolidated Edison Company of New York (Con Edison)
NY	13210	National Grid
NY	10913	Orange & Rockland
NY	12850	National Grid
NY	11720	Public Service Electric and Gas Company (PSE&G)
NY	14867	New York State Electric & Gas (NYSEG)
NY	14530	New York State Electric & Gas (NYSEG)
NY	12033	Other
NY	11703	Public Service Electric and Gas Company (PSE&G)
NY	10473	Consolidated Edison Company of New York (Con Edison)
NY	14806	National Grid
NY	14001	National Grid
NY	11412	National Grid
NY	13618	National Grid
NY	14450	Other
NY	13408	Other
NY	12883	National Grid
NY	11235	New York State Electric & Gas (NYSEG)
NY	11426	Other
NY	13478	Other
NY	12934	New York State Electric & Gas (NYSEG)
NY	13204	National Grid
NY	13020	Niagara Mohawk Power Corp.
NY	12154	National Grid
NY	13076	National Grid
NY	11967	Long Island Power Authority (LIPA)
NY	14135	National Grid
NY	13343	National Grid
NY	14869	New York State Electric & Gas (NYSEG)
NY	11221	National Grid
NY	11709	Public Service Electric and Gas Company (PSE&G)
NY	14414	National Grid
NY	13159	Other
NY	14139	New York State Electric & Gas (NYSEG)
NY	12833	National Grid
NY	13074	National Grid
NY	13783	New York State Electric & Gas (NYSEG)
NY	12790	Orange & Rockland
NY	11101	Consolidated Edison Company of New York (Con Edison)
NY	12449	Central Hudson Gas & Electric
NY	13502	Ambit Energy
NY	13030	National Grid
NY	13731	New York State Electric & Gas (NYSEG)
NY	10990	Orange & Rockland
NY	12090	Niagara Mohawk Power Corp.
NY	12958	New York State Electric & Gas (NYSEG)
NY	12939	National Grid
NY	13409	National Grid
NY	11103	Consolidated Edison Company of New York (Con Edison)
NY	14024	Rochester Gas & Electric
NY	12134	National Grid
NY	12831	National Grid
NY	11001	Long Island Power Authority (LIPA)
NY	11367	Consolidated Edison Company of New York (Con Edison)
NY	13323	National Grid
NY	12143	Central Hudson Gas & Electric
NY	12473	Central Hudson Gas & Electric
NY	13615	National Grid
NY	12937	National Grid
NY	14541	New York State Electric & Gas (NYSEG)
NY	12845	National Grid
NY	11552	Public Service Electric and Gas Company (PSE&G)
NY	11228	National Grid
NY	13416	National Grid
NY	12065	New York State Electric & Gas (NYSEG)
NY	13053	New York State Electric & Gas (NYSEG)
NY	14877	Other
NY	14787	Other
NY	11961	Long Island Power Authority (LIPA)
NY	14068	National Grid
NY	12545	Central Hudson Gas & Electric
NY	12498	Ambit Energy
NY	11001	National Grid
NY	11418	Consolidated Edison Company of New York (Con Edison)
NY	14517	New York State Electric & Gas (NYSEG)
NY	12446	Central Hudson Gas & Electric
NY	14502	New York State Electric & Gas (NYSEG)
NY	13108	New York State Electric & Gas (NYSEG)
NY	14743	National Grid
NY	11434	Consolidated Edison Company of New York (Con Edison)
NY	10516	Central Hudson Gas & Electric
NY	11377	Consolidated Edison Company of New York (Con Edison)
NY	11746	Long Island Power Authority (LIPA)
NY	14215	National Grid
NY	12719	New York State Electric & Gas (NYSEG)
NY	11229	National Grid
NY	14903	New York State Electric & Gas (NYSEG)
NY	11741	Public Service Electric and Gas Company (PSE&G)
NY	14214	National Grid
NY	11758	Public Service Electric and Gas Company (PSE&G)
NY	11510	National Grid
NY	13054	National Grid
NY	13796	Other
NY	14544	New York State Electric & Gas (NYSEG)
NY	13111	New York State Electric & Gas (NYSEG)
NY	12801	National Grid
NY	12211	National Grid
NY	11411	National Grid
NY	14024	National Grid
NY	10040	Consolidated Edison Company of New York (Con Edison)
NY	14481	New York State Electric & Gas (NYSEG)
NY	11232	Consolidated Edison Company of New York (Con Edison)
NY	10465	Consolidated Edison Company of New York (Con Edison)
NY	14226	Ambit Energy
NY	10952	Orange & Rockland
NY	14445	Rochester Gas & Electric
NY	11795	Long Island Power Authority (LIPA)
NY	12912	Niagara Mohawk Power Corp.
NY	14701	Citizens Choice Energy Jamestown BPU
NY	14760	Niagara Mohawk Power Corp.
NY	14772	National Grid
NY	10305	National Grid
NY	14719	Other
NY	14748	Salamanca Public Utilities
NY	11378	Other
NY	11939	Long Island Power Authority (LIPA)
NY	14454	National Grid
NY	12923	New York State Electric & Gas (NYSEG)
NY	14723	New York State Electric & Gas (NYSEG)
NY	11758	Long Island Power Authority (LIPA)
NY	12414	Central Hudson Gas & Electric
NY	11757	New York State Electric & Gas (NYSEG)
NY	13782	New York State Electric & Gas (NYSEG)
NY	13778	New York State Electric & Gas (NYSEG)
NY	11364	Consolidated Edison Company of New York (Con Edison)
NY	11951	Public Service Electric and Gas Company (PSE&G)
NY	12108	National Grid
NY	14891	New York State Electric & Gas (NYSEG)
NY	12961	National Grid
NY	11426	Consolidated Edison Company of New York (Con Edison)
NY	13757	Delaware County Elec. Co-Op
NY	11211	National Grid
NY	11782	Public Service Electric and Gas Company (PSE&G)
NY	11779	Public Service Electric and Gas Company (PSE&G)
NY	13417	National Grid
NY	13140	New York State Electric & Gas (NYSEG)
NY	14221	Niagara Mohawk Power Corp.
NY	11553	Public Service Electric and Gas Company (PSE&G)
NY	13637	Niagara Mohawk Power Corp.
NY	13905	Other
NY	11691	Long Island Power Authority (LIPA)
NY	11218	Consolidated Edison Company of New York (Con Edison)
NY	11423	National Grid
NY	14714	National Grid
NY	11704	Public Service Electric and Gas Company (PSE&G)
NY	11211	Consolidated Edison Company of New York (Con Edison)
NY	14070	New York State Electric & Gas (NYSEG)
NY	14202	Niagara Mohawk Power Corp.
NY	12754	New York State Electric & Gas (NYSEG)
NY	12485	Central Hudson Gas & Electric
NY	10984	Orange & Rockland
NY	14840	New York Power Authority (NYPA)
NY	13606	National Grid
NY	14212	National Grid
NY	14879	New York State Electric & Gas (NYSEG)
NY	11581	Other
NY	14810	New York State Electric & Gas (NYSEG)
NY	14543	National Grid
NY	10453	Other
NY	13406	National Grid
NY	11374	Consolidated Edison Company of New York (Con Edison)
NY	12804	Other
NY	14214	Niagara Mohawk Power Corp.
NY	12834	National Grid
NY	12138	National Grid
NY	14482	National Grid
NY	14020	New York State Electric & Gas (NYSEG)
NY	14619	Rochester Gas & Electric
NY	14727	Ambit Energy
NY	10567	Consolidated Edison Company of New York (Con Edison)
NY	13630	National Grid
NY	11937	Long Island Power Authority (LIPA)
NY	14420	National Grid
NY	13159	National Grid
NY	14420	New York State Electric & Gas (NYSEG)
NY	12133	Niagara Mohawk Power Corp.
NY	12814	Ambit Energy
NY	13811	New York State Electric & Gas (NYSEG)
NY	12540	New York State Electric & Gas (NYSEG)
NY	14783	National Grid
NY	14428	New York State Electric & Gas (NYSEG)
NY	12093	New York State Electric & Gas (NYSEG)
NY	13114	Niagara Mohawk Power Corp.
NY	13354	National Grid
NY	13493	Niagara Mohawk Power Corp.
NY	12501	New York State Electric & Gas (NYSEG)
NY	13754	New York State Electric & Gas (NYSEG)
NY	12817	National Grid
NY	14476	National Grid
NY	13325	Other
NY	11203	Consolidated Edison Company of New York (Con Edison)
NY	14810	Other
NY	13045	Other
NY	14013	National Grid
NY	14568	Rochester Gas & Electric
NY	10708	Consolidated Edison Company of New York (Con Edison)
NY	12457	Central Hudson Gas & Electric
NY	14874	New York State Electric & Gas (NYSEG)
NY	14031	New York State Electric & Gas (NYSEG)
NY	12062	New York State Electric & Gas (NYSEG)
NY	14615	Ambit Energy
NY	13345	National Grid
NY	12564	New York State Electric & Gas (NYSEG)
NY	13490	New York State Electric & Gas (NYSEG)
NY	10553	Other
NY	12472	Central Hudson Gas & Electric
NY	13662	National Grid
NY	14201	National Grid
NY	14760	Other
NY	13329	Niagara Mohawk Power Corp.
NY	10941	Orange & Rockland
NY	14821	New York State Electric & Gas (NYSEG)
NY	12975	New York State Electric & Gas (NYSEG)
NY	11520	Freeport Electric
NY	14174	Niagara Mohawk Power Corp.
NY	13682	National Grid
NY	11332	National Grid
NY	11501	Long Island Power Authority (LIPA)
NY	12571	Other
NY	12448	Central Hudson Gas & Electric
NY	14094	National Grid
NY	12189	Niagara Mohawk Power Corp.
NY	14206	New York State Electric & Gas (NYSEG)
NY	12575	Central Hudson Gas & Electric
NY	12460	Other
NY	11706	National Grid
NY	14489	New York State Electric & Gas (NYSEG)
NY	11542	Long Island Power Authority (LIPA)
NY	14608	Rochester Gas & Electric
NY	13340	National Grid
NY	11697	National Grid
NY	12534	Niagara Mohawk Power Corp.
NY	11694	Long Island Power Authority (LIPA)
NY	13348	New York State Electric & Gas (NYSEG)
NY	12487	Ambit Energy
NY	13642	Other
NY	10567	Other
NY	12442	New York State Electric & Gas (NYSEG)
NY	11372	Ambit Energy
NY	13309	National Grid
NY	11411	Consolidated Edison Company of New York (Con Edison)
NY	11236	National Grid
NY	11379	Consolidated Edison Company of New York (Con Edison)
NY	10456	Consolidated Edison Company of New York (Con Edison)
NY	13326	New York State Electric & Gas (NYSEG)
NY	11768	Other
NY	12078	Other
NY	14727	Rochester Gas & Electric
NY	11741	New York State Electric & Gas (NYSEG)
NY	14710	National Grid
NY	14752	National Grid
NY	11433	Consolidated Edison Company of New York (Con Edison)
NY	14468	National Grid
NY	12822	National Grid
NY	13803	New York State Electric & Gas (NYSEG)
NY	11177	Public Service Electric and Gas Company (PSE&G)
NY	11575	National Grid
NY	14085	Other
NY	11370	Consolidated Edison Company of New York (Con Edison)
NY	12590	Central Hudson Gas & Electric
NY	11370	Other
NY	14008	National Grid
NY	14724	Niagara Mohawk Power Corp.
NY	12760	New York State Electric & Gas (NYSEG)
NY	11729	Public Service Electric and Gas Company (PSE&G)
NY	14504	Rochester Gas & Electric
NY	12930	National Grid
NY	10459	Consolidated Edison Company of New York (Con Edison)
NY	11216	Other
NY	14590	Rochester Gas & Electric
NY	12566	Orange & Rockland
NY	11580	Public Service Electric and Gas Company (PSE&G)
NY	12481	Central Hudson Gas & Electric
NY	12873	New York State Electric & Gas (NYSEG)
NY	10704	Consolidated Edison Company of New York (Con Edison)
NY	11020	National Grid
NY	10962	Orange & Rockland
NY	12306	Other
NY	14516	Rochester Gas & Electric
NY	14716	Other
NY	13437	Niagara Mohawk Power Corp.
NY	12778	New York State Electric & Gas (NYSEG)
NY	11378	National Grid
NY	12985	New York State Electric & Gas (NYSEG)
NY	11776	Public Service Electric and Gas Company (PSE&G)
NY	13608	National Grid
NY	14214	New York State Electric & Gas (NYSEG)
NY	11691	Consolidated Edison Company of New York (Con Edison)
NY	13224	Niagara Mohawk Power Corp.
NY	10451	Consolidated Edison Company of New York (Con Edison)
NY	13753	New York State Electric & Gas (NYSEG)
NY	13743	Other
NY	11216	National Grid
NY	11768	Long Island Power Authority (LIPA)
NY	12466	Central Hudson Gas & Electric
NY	14521	New York State Electric & Gas (NYSEG)
NY	11743	Public Service Electric and Gas Company (PSE&G)
NY	12144	Niagara Mohawk Power Corp.
NY	13157	National Grid
NY	13790	Ambit Energy
NY	13464	New York State Electric & Gas (NYSEG)
NY	14131	National Grid
NY	14891	Other
NY	13206	Niagara Mohawk Power Corp.
NY	12042	Central Hudson Gas & Electric
NY	11772	Long Island Power Authority (LIPA)
NY	14620	Rochester Gas & Electric
NY	12924	New York State Electric & Gas (NYSEG)
NY	13034	National Grid
NY	13835	New York State Electric & Gas (NYSEG)
NY	10467	Other
NY	11717	Public Service Electric and Gas Company (PSE&G)
NY	11729	Long Island Power Authority (LIPA)
NY	14167	National Grid
NY	14423	Other
NY	14855	New York State Electric & Gas (NYSEG)
NY	14733	Citizens Choice Energy Jamestown BPU
NY	10598	Consolidated Edison Company of New York (Con Edison)
NY	12930	Niagara Mohawk Power Corp.
NY	14054	Ambit Energy
NY	11040	National Grid
NY	14052	New York State Electric & Gas (NYSEG)
NY	13365	Niagara Mohawk Power Corp.
NY	14623	Other
NY	12917	New York State Electric & Gas (NYSEG)
NY	12785	Orange & Rockland
NY	11798	Long Island Power Authority (LIPA)
NY	11561	Public Service Electric and Gas Company (PSE&G)
NY	11703	Long Island Power Authority (LIPA)
NY	14472	New York Power Authority (NYPA)
NY	14141	New York State Electric & Gas (NYSEG)
NY	14030	Other
NY	14218	Other
NY	14132	New York State Electric & Gas (NYSEG)
NY	14879	Other
NY	14040	National Grid
NY	14004	New York State Electric & Gas (NYSEG)
NY	13068	Ambit Energy
NY	12580	Central Hudson Gas & Electric
NY	13352	National Grid
NY	14727	Niagara Mohawk Power Corp.
NY	10003	Consolidated Edison Company of New York (Con Edison)
NY	13621	National Grid
NY	13685	National Grid
NY	13206	Ambit Energy
NY	12407	New York State Electric & Gas (NYSEG)
NY	13057	Other
NY	11784	Long Island Power Authority (LIPA)
NY	12569	Other
NY	11581	New York Power Authority (NYPA)
NY	13112	New York State Electric & Gas (NYSEG)
NY	12138	New York State Electric & Gas (NYSEG)
NY	10606	New York State Electric & Gas (NYSEG)
NY	13825	Other
NY	13060	New York State Electric & Gas (NYSEG)
NY	13433	National Grid
NY	13207	National Grid
NY	14767	Ambit Energy
NY	11419	National Grid
NY	13437	National Grid
NY	12997	New York State Electric & Gas (NYSEG)
NY	12571	National Grid
NY	13639	National Grid
NY	13409	Niagara Mohawk Power Corp.
NY	13847	Delaware County Elec. Co-Op
NY	10465	New York State Electric & Gas (NYSEG)
NY	13485	New York State Electric & Gas (NYSEG)
NY	12159	National Grid
NY	11373	Other
NY	12960	National Grid
NY	12515	Central Hudson Gas & Electric
NY	12770	Orange & Rockland
NY	11216	Consolidated Edison Company of New York (Con Edison)
NY	11951	Other
NY	13120	National Grid
NY	14808	New York State Electric & Gas (NYSEG)
NY	12936	New York State Electric & Gas (NYSEG)
NY	14094	Niagara Mohawk Power Corp.
NY	14770	National Grid
NY	14738	National Grid
NY	13409	New York State Electric & Gas (NYSEG)
NY	12116	National Grid
NY	14080	Long Island Power Authority (LIPA)
NY	14726	Other
NY	12935	New York State Electric & Gas (NYSEG)
NY	11577	Public Service Electric and Gas Company (PSE&G)
NY	11208	National Grid
NY	11210	Consolidated Edison Company of New York (Con Edison)
NY	12538	Central Hudson Gas & Electric
NY	14301	National Grid
NY	13325	Ambit Energy
NY	14052	Other
NY	11949	Long Island Power Authority (LIPA)
NY	13862	New York State Electric & Gas (NYSEG)
NY	13045	New York State Electric & Gas (NYSEG)
NY	12009	National Grid
NY	13642	National Grid
NY	14622	Rochester Gas & Electric
NY	13142	Ambit Energy
NY	13135	Ambit Energy
NY	11949	Public Service Electric and Gas Company (PSE&G)
NY	14220	New York State Electric & Gas (NYSEG)
NY	14304	Other
NY	11804	National Grid
NY	14546	National Grid
NY	11552	Consolidated Edison Company of New York (Con Edison)
NY	11229	New York State Electric & Gas (NYSEG)
NY	10579	Other
NY	14040	New York State Electric & Gas (NYSEG)
NY	11793	Public Service Electric and Gas Company (PSE&G)
NY	14141	New York Power Authority (NYPA)
NY	13160	Other
NY	12123	National Grid
NY	10505	New York State Electric & Gas (NYSEG)
NY	14173	Other
NY	14723	Other
NY	13090	Ambit Energy
NY	12086	National Grid
NY	13684	National Grid
NY	14141	Other
NY	14623	Public Service Electric and Gas Company (PSE&G)
NY	11763	Long Island Power Authority (LIPA)
NY	14477	Ambit Energy
NY	14487	Niagara Mohawk Power Corp.
NY	12155	National Grid
NY	10464	Consolidated Edison Company of New York (Con Edison)
NY	12846	National Grid
NY	11779	Long Island Power Authority (LIPA)
NY	10310	Consolidated Edison Company of New York (Con Edison)
NY	14561	New York State Electric & Gas (NYSEG)
NY	14513	Other
NY	13308	National Grid
NY	14542	Rochester Gas & Electric
NY	13656	Niagara Mohawk Power Corp.
NY	13092	New York State Electric & Gas (NYSEG)
NY	12090	National Grid
NY	11705	Long Island Power Authority (LIPA)
NY	11417	Consolidated Edison Company of New York (Con Edison)
NY	11733	Public Service Electric and Gas Company (PSE&G)
NY	14225	Other
NY	12953	Other
NY	14031	National Grid
NY	13363	National Grid
NY	14411	Ambit Energy
NY	11766	Other
NY	13101	Other
NY	10541	Other
NY	14222	National Grid
NY	12417	Central Hudson Gas & Electric
NY	14781	National Grid
NY	13750	New York State Electric & Gas (NYSEG)
NY	12076	New York State Electric & Gas (NYSEG)
NY	12839	National Grid
NY	14839	New York State Electric & Gas (NYSEG)
NY	13159	Niagara Mohawk Power Corp.
NY	13760	Other
NY	10952	Central Hudson Gas & Electric
NY	12859	National Grid
NY	14871	Ambit Energy
NY	12843	National Grid
NY	12167	Delaware County Elec. Co-Op
NY	13440	Ambit Energy
NY	12413	Other
NY	13752	New York State Electric & Gas (NYSEG)
NY	13348	Other
NY	14772	New York State Electric & Gas (NYSEG)
NY	14777	National Grid
NY	10467	Consolidated Edison Company of New York (Con Edison)
NY	14807	Other
NY	14717	Rochester Gas & Electric
NY	13425	New York State Electric & Gas (NYSEG)
NY	10928	Orange & Rockland
NY	11795	Public Service Electric and Gas Company (PSE&G)
NY	12203	National Grid
NY	14755	National Grid
NY	10533	Consolidated Edison Company of New York (Con Edison)
NY	11530	Public Service Electric and Gas Company (PSE&G)
NY	91042	California Municipal Utilities Association
NY	12051	Central Hudson Gas & Electric
NY	13804	New York State Electric & Gas (NYSEG)
NY	12838	Niagara Mohawk Power Corp.
NY	11433	Other
NY	13317	National Grid
NY	12167	New York State Electric & Gas (NYSEG)
NY	11784	Public Service Electric and Gas Company (PSE&G)
NY	12095	Niagara Mohawk Power Corp.
NY	10025	Consolidated Edison Company of New York (Con Edison)
NY	13029	Niagara Mohawk Power Corp.
NY	12461	Central Hudson Gas & Electric
NY	11432	Other
NY	13665	National Grid
NY	14086	National Grid
NY	14092	Niagara Mohawk Power Corp.
NY	11932	National Grid
NY	14560	New York State Electric & Gas (NYSEG)
NY	11583	Long Island Power Authority (LIPA)
NY	13630	New York Power Authority (NYPA)
NY	11704	Long Island Power Authority (LIPA)
NY	10705	Consolidated Edison Company of New York (Con Edison)
NY	13140	Other
NY	12816	National Grid
NY	14051	National Grid
NY	12078	Niagara Mohawk Power Corp.
NY	10566	Consolidated Edison Company of New York (Con Edison)
NY	13849	Other
NY	14840	New York State Electric & Gas (NYSEG)
NY	11743	Long Island Power Authority (LIPA)
NY	13627	Ambit Energy
NY	12803	National Grid
NY	11967	Public Service Electric and Gas Company (PSE&G)
NY	11221	Consolidated Edison Company of New York (Con Edison)
NY	12068	National Grid
NY	12847	New York State Electric & Gas (NYSEG)
NY	13611	National Grid
NY	13815	Other
NY	14422	Ambit Energy
NY	12945	National Grid
NY	12490	Central Hudson Gas & Electric
NY	13212	Niagara Mohawk Power Corp.
NY	14033	Ambit Energy
NY	13131	Niagara Mohawk Power Corp.
NY	13495	National Grid
NY	10960	Orange & Rockland
NY	10552	Consolidated Edison Company of New York (Con Edison)
NY	14512	Rochester Gas & Electric
NY	13045	Niagara Mohawk Power Corp.
NY	14048	Niagara Mohawk Power Corp.
NY	14433	Rochester Gas & Electric
NY	14207	Niagara Mohawk Power Corp.
NY	11727	Public Service Electric and Gas Company (PSE&G)
NY	13205	Other
NY	10901	Orange & Rockland
NY	12953	New York State Electric & Gas (NYSEG)
NY	14804	New York State Electric & Gas (NYSEG)
NY	11218	New York State Electric & Gas (NYSEG)
NY	12803	Niagara Mohawk Power Corp.
NY	11233	Consolidated Edison Company of New York (Con Edison)
NY	14048	Other
NY	13045	Ambit Energy
NY	14505	New York State Electric & Gas (NYSEG)
NY	10601	Other
NY	10992	Orange & Rockland
NY	13859	New York State Electric & Gas (NYSEG)
NY	13313	New York State Electric & Gas (NYSEG)
NY	14752	Niagara Mohawk Power Corp.
NY	13144	Niagara Mohawk Power Corp.
NY	14127	National Grid
NY	12023	Niagara Mohawk Power Corp.
NY	11363	Other
NY	14823	Other
NY	13101	National Grid
NY	14224	National Grid
NY	13847	New York State Electric & Gas (NYSEG)
NY	14572	National Grid
NY	11733	Long Island Power Authority (LIPA)
NY	11931	Long Island Power Authority (LIPA)
NY	12932	New York State Electric & Gas (NYSEG)
NY	44812	Other
NY	14737	Niagara Mohawk Power Corp.
NY	12416	New York State Electric & Gas (NYSEG)
NY	13139	New York State Electric & Gas (NYSEG)
NY	13757	Other
NY	14706	Niagara Mohawk Power Corp.
NY	12853	National Grid
NY	13315	Other
NY	14034	National Grid
NY	14815	New York State Electric & Gas (NYSEG)
NY	12861	National Grid
NY	12748	New York State Electric & Gas (NYSEG)
NY	13861	Other
NY	13036	Niagara Mohawk Power Corp.
NY	14060	National Grid
NY	13413	Niagara Mohawk Power Corp.
NY	14824	New York State Electric & Gas (NYSEG)
NY	10980	Orange & Rockland
NY	12521	New York State Electric & Gas (NYSEG)
NY	14435	New York State Electric & Gas (NYSEG)
NY	13658	Other
NY	14884	New York State Electric & Gas (NYSEG)
NY	10980	Consolidated Edison Company of New York (Con Edison)
NY	14055	New York State Electric & Gas (NYSEG)
NY	11725	Consolidated Edison Company of New York (Con Edison)
NY	14423	Niagara Mohawk Power Corp.
NY	12140	National Grid
NY	13331	National Grid
NY	14126	National Grid
NY	11412	Ambit Energy
NY	11768	Public Service Electric and Gas Company (PSE&G)
NY	11951	Long Island Power Authority (LIPA)
NY	11952	Other
NY	12546	Central Hudson Gas & Electric
NY	12406	New York State Electric & Gas (NYSEG)
NY	11710	Long Island Power Authority (LIPA)
NY	11231	National Grid
NY	10302	Other
NY	12534	New York State Electric & Gas (NYSEG)
NY	14735	Niagara Mohawk Power Corp.
NY	12992	National Grid
NY	10605	Consolidated Edison Company of New York (Con Edison)
NY	11778	Long Island Power Authority (LIPA)
NY	12477	Consolidated Edison Company of New York (Con Edison)
NY	13756	New York State Electric & Gas (NYSEG)
NY	12853	Niagara Mohawk Power Corp.
NY	11691	Public Service Electric and Gas Company (PSE&G)
NY	10031	Consolidated Edison Company of New York (Con Edison)
NY	12547	Central Hudson Gas & Electric
NY	11219	Other
NY	14489	Other
NY	14580	New York State Electric & Gas (NYSEG)
NY	13424	National Grid
NY	11965	Long Island Power Authority (LIPA)
NY	13184	Niagara Mohawk Power Corp.
NY	11944	Other
NY	14536	Rochester Gas & Electric
NY	13368	National Grid
NY	13077	New York State Electric & Gas (NYSEG)
NY	12189	National Grid
NY	11378	Consolidated Edison Company of New York (Con Edison)
NY	13053	National Grid
NY	11772	Public Service Electric and Gas Company (PSE&G)
NY	14625	New York State Electric & Gas (NYSEG)
NY	12526	Niagara Mohawk Power Corp.
NY	14423	Rochester Gas & Electric
NY	11706	Long Island Power Authority (LIPA)
NY	11420	Other
NY	13357	Niagara Mohawk Power Corp.
NY	13205	New York State Electric & Gas (NYSEG)
NY	12174	National Grid
NY	12093	Delaware County Elec. Co-Op
NY	14411	New York State Electric & Gas (NYSEG)
NY	14615	New York State Electric & Gas (NYSEG)
NY	11742	IGS Energy
NY	14585	Niagara Mohawk Power Corp.
NY	10306	National Grid
NY	12549	Orange & Rockland
NY	14476	Niagara Mohawk Power Corp.
NY	11753	Long Island Power Authority (LIPA)
NY	12565	New York State Electric & Gas (NYSEG)
NY	11953	National Grid
NY	12483	Orange & Rockland
NY	12431	Central Hudson Gas & Electric
NY	10710	Consolidated Edison Company of New York (Con Edison)
NY	11953	Public Service Electric and Gas Company (PSE&G)
NY	12508	Other
NY	11421	New York Power Authority (NYPA)
NY	11201	Consolidated Edison Company of New York (Con Edison)
NY	11206	Consolidated Edison Company of New York (Con Edison)
NY	14006	Other
NY	11950	Long Island Power Authority (LIPA)
NY	14464	New York State Electric & Gas (NYSEG)
NY	13483	National Grid
NY	10562	Consolidated Edison Company of New York (Con Edison)
NY	12147	Central Hudson Gas & Electric
NY	11223	National Grid
NY	13622	Ambit Energy
NY	13208	Niagara Mohawk Power Corp.
NY	14047	National Grid
NY	10968	Orange & Rockland
NY	12019	Ambit Energy
NY	13691	Other
NY	13856	National Grid
NY	14101	National Grid
